Emotion,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp
temp_audio,27.20000648498535,0.15096566081047058,25.450468063354492,27.692556381225586,30.943578720092773,5.493110656738281,232.07861328125,448.1022033691406,55.627559661865234,26.988862991333008,0.6118515133857727,1.267032265663147,0.029426652938127518,0.07652271538972855,1.4764950275421143,1.4470683336257935,5.989606857299805,3.7970752716064453,5.655288219451904,2.6326406002044678,0.4363769292831421,1.6052405834197998,21.994625091552734,0.5594295859336853,14.039460182189941,0.7396752238273621,3.768616199493408,2.3303639888763428,-16.073766708374023,-1.174015998840332,0.024426449090242386,1.4790524244308472,1.1645796298980713,0.8642675280570984,5.311856269836426,1.107008695602417,-7.472870826721191,-2.3256263732910156,20.278196334838867,1.4603430032730103,456.31939697265625,0.40167203545570374,1302.0509033203125,0.22255045175552368,-114.22125244140625,-0.8622962236404419,1370.904296875,0.19695544242858887,987.1514892578125,0.39759671688079834,-117.1882095336914,-0.7866299748420715,2653.84130859375,0.0805257260799408,522.1577758789062,0.7050192952156067,-122.8310546875,-0.6992933750152588,-18.54903793334961,-0.4988689124584198,29.746952056884766,0.32366374135017395,0.09346108138561249,0.31024155020713806,-0.03117488883435726,-0.6033431887626648,0.9708250164985657,0.7923653721809387,31.443986892700195,0.30872970819473267,16.43035125732422,0.8685722351074219,3.8202149868011475,3.2892730236053467,-28.20172882080078,-0.782498836517334,-10.038827896118164,18.928678512573242,0.04847423732280731,-0.007664640434086323,0.010111317969858646,1.4056224822998047,0.8113590478897095,0.5424999594688416,0.5212664604187012,0.5339999794960022,0.41427528858184814,-22.223403930664062
